origin,destination,vehicule_type,station_lat,station_long,station_lat_dest,station_long_dest,departure_time,arrival_time,shape_distance_km,source,provider,origin_city,destination_city,distance_km,co2_kg,airport_origin_name,airport_dest_name
Gare de Lille Flandres,Gare de Poix-de-Picardie,Avion,50.687199,3.07556,49.780278,2.001944,,,,airports,OurAirports,Gare de Lille Flandres,Gare de Poix-de-Picardie,126.49200613631355,81.14907588032318,Marcq-en-Baroeul Airfield,Poix de Picardie Airfield
Gare de Mantes-la-Jolie,Gare de Caen,Avion,49.078814,1.68829,49.17678,-0.454883,,,,airports,OurAirports,Gare de Mantes-la-Jolie,Gare de Caen,156.31858098241744,100.2838738756075,Mantes-Chérence Airfield,Caen Carpiquet airport
Gare de Morannes,Gare de La Baule-Escoublac,Avion,47.7775,-0.514167,47.289398,-2.34639,,,,airports,OurAirports,Gare de Morannes,Gare de La Baule-Escoublac,147.86859167234084,94.8629081983585,Solib'Ailes Airfield,La Baule-Escoublac Airport
Gare de Morannes,Gare de Le Croisic,Avion,47.7775,-0.514167,47.289398,-2.34639,,,,airports,OurAirports,Gare de Morannes,Gare de Le Croisic,147.86859167234084,94.8629081983585,Solib'Ailes Airfield,La Baule-Escoublac Airport
Gare de Morgny,Gare de Arras,Avion,49.384887,1.179142,50.323898,2.80278,,,,airports,OurAirports,Gare de Morgny,Gare de Arras,156.36181138510756,100.31160770113048,Rouen Vallée de Seine Airport,Arras-Roclincourt Airfield
Gare de Paris Montparnasse Hall 1 - 2,Gare de Connerré - Beillé,Avion,48.774406,2.203102,48.298611,0.453056,,,,airports,OurAirports,Gare de Paris Montparnasse Hall 1 - 2,Gare de Connerré - Beillé,139.28496568128617,89.35620988474513,Vélizy-Villacoublay Air Base,Champ-Romet Airfield
Gare de Paris Montparnasse Hall 1 - 2,Gare de Sainte-Gauburge,Avion,48.774406,2.203102,48.758502,0.656632,,,,airports,OurAirports,Gare de Paris Montparnasse Hall 1 - 2,Gare de Sainte-Gauburge,113.355569881831,72.72158947250028,Vélizy-Villacoublay Air Base,L'Aigle-Saint-Michel Airfield
Gare de Paris Montparnasse Hall 1 - 2,Gare de Surdon,Avion,48.774406,2.203102,48.709456,0.002856,,,,airports,OurAirports,Gare de Paris Montparnasse Hall 1 - 2,Gare de Surdon,161.4948634246227,103.60464132574845,Vélizy-Villacoublay Air Base,Argentan Airfield
Gare de Sablé-sur-Sarthe,Gare de Le Croisic,Avion,47.7775,-0.514167,47.289398,-2.34639,,,,airports,OurAirports,Gare de Sablé-sur-Sarthe,Gare de Le Croisic,147.86859167234084,94.8629081983585,Solib'Ailes Airfield,La Baule-Escoublac Airport
Gare de Saint-Piat,Gare de Le Mans,Avion,48.5158,1.64,47.948604,0.201702,,,,airports,OurAirports,Gare de Saint-Piat,Gare de Le Mans,123.79876344878045,79.4212658637817,Bailleau Armenonville Airfield,Le Mans-Arnage Airport
Gare de Saint-Piat,Gare de Montfort-le-Gesnois,Avion,48.5158,1.64,47.948604,0.201702,,,,airports,OurAirports,Gare de Saint-Piat,Gare de Montfort-le-Gesnois,123.79876344878045,79.4212658637817,Bailleau Armenonville Airfield,Le Mans-Arnage Airport
Gare de Sainte-Gauburge,Gare de Paris Montparnasse Vaugirard,Avion,48.758502,0.656632,48.774406,2.203102,,,,airports,OurAirports,Gare de Sainte-Gauburge,Gare de Paris Montparnasse Vaugirard,113.355569881831,72.72158947250028,L'Aigle-Saint-Michel Airfield,Vélizy-Villacoublay Air Base
Gare de Saumur,Gare de La Baule-Escoublac,Avion,47.256802,-0.115142,47.289398,-2.34639,,,,airports,OurAirports,Gare de Saumur,Gare de La Baule-Escoublac,168.37261114321973,108.0169586614439,Aérodrome de Saumur - Saint-Florent,La Baule-Escoublac Airport
Gare de Saumur,Gare de La Roche-sur-Yon,Avion,47.256802,-0.115142,46.7019,-1.37863,,,,airports,OurAirports,Gare de Saumur,Gare de La Roche-sur-Yon,113.99348657453474,73.13083549272511,Aérodrome de Saumur - Saint-Florent,La Roche-sur-Yon Les Ajoncs Airport
Gare de Savenay,Gare de Onzain - Chaumont-sur-Loire,Avion,47.420833,-2.011944,47.506944,1.232778,,,,airports,OurAirports,Gare de Savenay,Gare de Onzain - Chaumont-sur-Loire,244.088347619429,98.37310467311144,Campbon La Berthelière Airfield,Chouzy-sur-Cisse Airfield
Gare de Savonnières,Gare de Ancenis,Avion,47.266071,0.698691,47.4081,-1.1775,,,,airports,OurAirports,Gare de Savonnières,Gare de Ancenis,142.25616408723428,91.26233828182302,Tours Sorigny Airfield,Ancenis Airfield
Gare de Surdon,Gare de Paris Montparnasse Vaugirard,Avion,48.709456,0.002856,48.774406,2.203102,,,,airports,OurAirports,Gare de Surdon,Gare de Paris Montparnasse Vaugirard,161.4948634246227,103.60464132574845,Argentan Airfield,Vélizy-Villacoublay Air Base
Gare de Surdon,Gare de Tours,Avion,48.709456,0.002856,47.432201,0.727606,,,,airports,OurAirports,Gare de Surdon,Gare de Tours,151.88860361248982,97.44188740768026,Argentan Airfield,Tours Val de Loire Airport
Gare de Tours,Gare de Surdon,Avion,47.432201,0.727606,48.709456,0.002856,,,,airports,OurAirports,Gare de Tours,Gare de Surdon,151.88860361248982,97.44188740768026,Tours Val de Loire Airport,Argentan Airfield
Gare de Villedieu-les-Poêles,Gare de Surdon,Avion,48.662255,-1.403685,48.709456,0.002856,,,,airports,OurAirports,Gare de Villedieu-les-Poêles,Gare de Surdon,103.38524497320077,66.32527497583553,Avranches Le Val-Saint-Père Airfield,Argentan Airfield
Gare de Angers Maître École,Gare de Le Pouliguen,Avion,47.565556,-0.549722,47.289398,-2.34639,,,,airports,OurAirports,Gare de Angers Maître École,Gare de Le Pouliguen,138.5969382144863,88.91481603847376,Soulaire Airfield,La Baule-Escoublac Airport
Gare de Argentan,Gare de Tours,Avion,48.709456,0.002856,47.432201,0.727606,,,,airports,OurAirports,Gare de Argentan,Gare de Tours,151.88860361248982,97.44188740768026,Argentan Airfield,Tours Val de Loire Airport
Gare de Arras,Gare de Montérolier - Buchy,Avion,50.323898,2.80278,49.601111,0.9875,,,,airports,OurAirports,Gare de Arras,Gare de Montérolier - Buchy,152.7017545850677,97.96355238866548,Arras-Roclincourt Airfield,Pavilly Airfield
Gare de Brest,Gare de Lamballe,Avion,48.447899,-4.41854,48.538628,-2.853518,,,,airports,OurAirports,Gare de Brest,Gare de Lamballe,115.76449294965802,74.26699844174611,Brest Bretagne airport,Saint-Brieuc-Armor Airport
Gare de Bréauté - Beuzeville,Gare de Paris Saint-Lazare,Avion,49.544676,0.360403,48.962276,2.436539,,,,airports,OurAirports,Gare de Bréauté - Beuzeville,Gare de Paris Saint-Lazare,164.00222538192762,105.21320230875241,Havre-Saint-Romain-de-Colbosc Airfield,Paris-Le Bourget International Airport
Gare de Caen,Gare de Mantes-la-Jolie,Avion,49.17678,-0.454883,49.078814,1.68829,,,,airports,OurAirports,Gare de Caen,Gare de Mantes-la-Jolie,156.31858098241744,100.2838738756075,Caen Carpiquet airport,Mantes-Chérence Airfield
Gare de Caen,Gare de Rouen Rive Droite,Avion,49.17678,-0.454883,49.384887,1.179142,,,,airports,OurAirports,Gare de Caen,Gare de Rouen Rive Droite,120.76442236509939,77.4746292156044,Caen Carpiquet airport,Rouen Vallée de Seine Airport
Gare de Conlie,Gare de Noyal - Acigné,Avion,48.195278,0.099444,48.1875,-1.496389,,,,airports,OurAirports,Gare de Conlie,Gare de Noyal - Acigné,118.29612564047245,75.89112995489972,Assé le Riboul Airfield,La Baillée sous Champ Fleu Airfield
Gare de Corbie,Gare de Rouen Rive Droite,Avion,49.873004,2.387074,49.384887,1.179142,,,,airports,OurAirports,Gare de Corbie,Gare de Rouen Rive Droite,102.54119461978358,65.78378695403553,Amiens Glisy Airfield,Rouen Vallée de Seine Airport
Gare de La Loupe,Gare de Tiercé,Avion,48.506027,0.991064,47.580399,-0.412269,,,,airports,OurAirports,Gare de La Loupe,Gare de Tiercé,146.547199433211,94.01518854906095,Fontaine Simon Airfield,Aérodrome privé de Soucelles
Gare de La Roche-sur-Yon,Gare de Montreuil-Bellay,Avion,46.7019,-1.37863,47.17962,-0.15915,,,,airports,OurAirports,Gare de La Roche-sur-Yon,Gare de Montreuil-Bellay,106.73646035430846,68.47519764335769,La Roche-sur-Yon Les Ajoncs Airport,Cizay-la-Madeleine UL
Gare de La Suze,Gare de Pornichet,Avion,47.948604,0.201702,47.289398,-2.34639,,,,airports,OurAirports,Gare de La Suze,Gare de Pornichet,204.55488417657855,82.4402280106919,Le Mans-Arnage Airport,La Baule-Escoublac Airport
Gare de Laval,Gare de La Baule les Pins,Avion,48.032208,-0.743999,47.289398,-2.34639,,,,airports,OurAirports,Gare de Laval,Gare de La Baule les Pins,145.67844094811258,93.45784939078281,Laval-Entrammes Airport,La Baule-Escoublac Airport
Gare de Le Croisic,Gare de Mer,Avion,47.289398,-2.34639,47.749467,1.578984,,,,airports,OurAirports,Gare de Le Croisic,Gare de Mer,299.1453042035859,120.56229889667506,La Baule-Escoublac Airport,Beaugency Airfield
Gare de Le Croisic,Gare de Tours,Avion,47.289398,-2.34639,47.432201,0.727606,,,,airports,OurAirports,Gare de Le Croisic,Gare de Tours,232.0655244716036,93.52763600767815,La Baule-Escoublac Airport,Tours Val de Loire Airport
Gare de Le Mans,Gare de Vitré,Avion,47.948604,0.201702,48.001667,-1.352222,,,,airports,OurAirports,Gare de Le Mans,Gare de Vitré,115.82217641905231,74.30400441847063,Le Mans-Arnage Airport,Moulins le Haut Bois Airfield
Gare de Lille Flandres,Gare de Morgny,Avion,50.687199,3.07556,49.384887,1.179142,,,,airports,OurAirports,Gare de Lille Flandres,Gare de Morgny,198.26771985971553,79.90635910841995,Marcq-en-Baroeul Airfield,Rouen Vallée de Seine Airport
Gare de Lorient,Gare de Pontchâteau,Avion,47.760601,-3.44,47.420833,-2.011944,,,,airports,OurAirports,Gare de Lorient,Gare de Pontchâteau,113.55986501943998,72.85265199676722,Lorient South Brittany (Bretagne Sud) Airport,Campbon La Berthelière Airfield
Gare de Meung-sur-Loire,Gare de Ancenis,Avion,47.836706,1.617899,47.4081,-1.1775,,,,airports,OurAirports,Gare de Meung-sur-Loire,Gare de Ancenis,214.8455924355438,86.5876153423396,Cravant Les Lilas Airfield,Ancenis Airfield
Gare de Montville,Gare de Paris Saint-Lazare,Avion,49.601111,0.9875,48.962276,2.436539,,,,airports,OurAirports,Gare de Montville,Gare de Paris Saint-Lazare,126.85804689361444,81.38390391489077,Pavilly Airfield,Paris-Le Bourget International Airport
Gare de Nantes,Gare de Amboise,Avion,47.153198,-1.61073,47.339771,0.945861,,,,airports,OurAirports,Gare de Nantes,Gare de Amboise,194.08519680614938,78.22070806379215,Nantes Atlantique Airport,Amboise Dierre Airfield
Gare de Orléans,Gare de Saint-Nazaire,Avion,47.903611,2.067778,47.31142,-2.152634,,,,airports,OurAirports,Gare de Orléans,Gare de Saint-Nazaire,323.1318706579684,103.39218607371261,Mardié Airfield,Saint-Nazaire-Montoir Airport
Gare de Paris Montparnasse Hall 1 - 2,Gare de Argentan,Avion,48.774406,2.203102,48.709456,0.002856,,,,airports,OurAirports,Gare de Paris Montparnasse Hall 1 - 2,Gare de Argentan,161.4948634246227,103.60464132574845,Vélizy-Villacoublay Air Base,Argentan Airfield
Gare de Paris Montparnasse Vaugirard,Gare de Briouze,Avion,48.774406,2.203102,48.749964,-0.593927,,,,airports,OurAirports,Gare de Paris Montparnasse Vaugirard,Gare de Briouze,205.0234859119462,82.62908507008417,Vélizy-Villacoublay Air Base,Aérodrome de Flers Saint-Paul
Gare de Quimper,Gare de Vannes,Avion,47.973031,-4.169655,47.723301,-2.71856,,,,airports,OurAirports,Gare de Quimper,Gare de Vannes,111.78646637062347,71.71495431993702,Quimper-Cornouaille Airport,Vannes-Meucon Airport
Gare de Rennes,Gare de Morlaix,Avion,48.0695,-1.73479,48.6031990051,-3.81577992439,,,,airports,OurAirports,Gare de Rennes,Gare de Morlaix,164.8654736707109,105.7670064820734,Rennes-Saint-Jacques Airport,Morlaix-Ploujean Airport
Gare de Rennes,Gare de Plouaret Trégor,Avion,48.0695,-1.73479,48.754398,-3.47166,,,,airports,OurAirports,Gare de Rennes,Gare de Plouaret Trégor,149.10450117375737,95.65578766145738,Rennes-Saint-Jacques Airport,Lannion Airport
Gare de Sablé-sur-Sarthe,Gare de La Baule les Pins,Avion,47.7775,-0.514167,47.289398,-2.34639,,,,airports,OurAirports,Gare de Sablé-sur-Sarthe,Gare de La Baule les Pins,147.86859167234084,94.8629081983585,Solib'Ailes Airfield,La Baule-Escoublac Airport
Gare de Saint-Pierre-sur-Dives,Gare de Château-du-Loir,Avion,49.02,-0.198333,47.633333,0.452222,,,,airports,OurAirports,Gare de Saint-Pierre-sur-Dives,Gare de Château-du-Loir,161.51589691278033,103.61813504901735,Rouvres Airfield,Saint-Pierre-de-Chevillé Airfield
Gare de Tiercé,Gare de La Baule les Pins,Avion,47.580399,-0.412269,47.289398,-2.34639,,,,airports,OurAirports,Gare de Tiercé,Gare de La Baule les Pins,149.02635201568273,95.6056522248216,Aérodrome privé de Soucelles,La Baule-Escoublac Airport
Gare de Tours,Gare de Le Croisic,Avion,47.432201,0.727606,47.289398,-2.34639,,,,airports,OurAirports,Gare de Tours,Gare de Le Croisic,232.0655244716036,93.52763600767815,Tours Val de Loire Airport,La Baule-Escoublac Airport
Gare de Versailles Chantiers,Gare de Folligny,Avion,48.812459,2.067533,48.883099,-1.56417,,,,airports,OurAirports,Gare de Versailles Chantiers,Gare de Folligny,265.83384865442105,107.1370316296732,Saint-Cyr-l'École Airport,Granville Airport
Gare de Versailles Chantiers,Gare de Surdon,Avion,48.812459,2.067533,48.709456,0.002856,,,,airports,OurAirports,Gare de Versailles Chantiers,Gare de Surdon,151.7687184905561,97.36497688065268,Saint-Cyr-l'École Airport,Argentan Airfield
Gare de Vitré,Gare de La Baule les Pins,Avion,48.001667,-1.352222,47.289398,-2.34639,,,,airports,OurAirports,Gare de Vitré,Gare de La Baule les Pins,108.71588505831791,69.74506828903272,Moulins le Haut Bois Airfield,La Baule-Escoublac Airport
Gare de Albert,Gare de Longuerue - Vieux-Manoir,Avion,50.015803,2.688594,49.384887,1.179142,,,,airports,OurAirports,Gare de Albert,Gare de Longuerue - Vieux-Manoir,129.25029768056874,82.91861702890458,La Boisselle Airfield,Rouen Vallée de Seine Airport
Gare de Ancenis,Gare de Orléans,Avion,47.4081,-1.1775,47.903611,2.067778,,,,airports,OurAirports,Gare de Ancenis,Gare de Orléans,249.2136842522211,100.43873083667052,Ancenis Airfield,Mardié Airfield
Gare de Angers Saint-Laud,Gare de Savenay,Avion,47.565556,-0.549722,47.420833,-2.011944,,,,airports,OurAirports,Gare de Angers Saint-Laud,Gare de Savenay,111.0302148352589,71.22979233142547,Soulaire Airfield,Campbon La Berthelière Airfield
Gare de Beaugency,Gare de La Baule-Escoublac,Avion,47.749467,1.578984,47.289398,-2.34639,,,,airports,OurAirports,Gare de Beaugency,Gare de La Baule-Escoublac,299.1453042035859,120.56229889667506,Beaugency Airfield,La Baule-Escoublac Airport
Gare de Blois - Chambord,Gare de La Baule-Escoublac,Avion,47.506944,1.232778,47.289398,-2.34639,,,,airports,OurAirports,Gare de Blois - Chambord,Gare de La Baule-Escoublac,270.4555516033589,108.99968206914752,Chouzy-sur-Cisse Airfield,La Baule-Escoublac Airport
Gare de Blois - Chambord,Gare de Le Pouliguen,Avion,47.506944,1.232778,47.289398,-2.34639,,,,airports,OurAirports,Gare de Blois - Chambord,Gare de Le Pouliguen,270.4555516033589,108.99968206914752,Chouzy-sur-Cisse Airfield,La Baule-Escoublac Airport
Gare de Caen,Gare de Rennes,Avion,49.17678,-0.454883,48.0695,-1.73479,,,,airports,OurAirports,Gare de Caen,Gare de Rennes,154.94486891600232,99.40258921485902,Caen Carpiquet airport,Rennes-Saint-Jacques Airport
Gare de Château-du-Loir,Gare de Surdon,Avion,47.633333,0.452222,48.709456,0.002856,,,,airports,OurAirports,Gare de Château-du-Loir,Gare de Surdon,124.21217759339369,79.68648559438716,Saint-Pierre-de-Chevillé Airfield,Argentan Airfield
Gare de Courville-sur-Eure,Gare de Sablé-sur-Sarthe,Avion,48.438333,1.274444,47.7775,-0.514167,,,,airports,OurAirports,Gare de Courville-sur-Eure,Gare de Sablé-sur-Sarthe,151.76924499907105,97.36531465440403,Loulappe Airfield,Solib'Ailes Airfield
