route_id,agency_id,route_short_name,route_long_name,route_desc,route_type,route_url,route_color,route_text_color,route_sort_order,continuous_pickup,continuous_drop_off,tts_route_short_name,direction0_name,direction1_name,ext_id,ext_id_py7,ext_realtime,ext_type
402,ALEOP_49,402,Angers - Seiches - La Flèche,Allô Aléop 0 969 39 14 14 (appel non surtaxé),3,,F3975D,FFFFFF,,1,1,,Durtal → Angers / La Flèche → Angers,Angers → Durtal / Angers → La Flèche,,,1,
403,ALEOP_49,403,Angers  - Beaufort-en-Anjou,Allô Aléop 0 969 39 14 14 (appel non surtaxé),3,,FDC300,000000,,1,1,,Beaufort-en-Anjou → Angers,Angers → Beaufort-en-Anjou,,,1,
404,ALEOP_49,404,Angers - Saint-Mathurin - Gennes-Val-de-Loire - Saumur,Allô Aléop 0 969 39 14 14 (appel non surtaxé),3,,D3D800,000000,,1,1,,Gennes-Val-De-Loire → Angers / Saumur → Angers,Angers → Gennes-Val-De-Loire / Angers → La Ménitré / Angers → Saumur,,,1,
405,ALEOP_49,405,Angers - Doué-la-Fontaine - Montreuil-Bellay,Allô Aléop 0 969 39 14 14 (appel non surtaxé),3,,C4A856,FFFFFF,,1,1,,Montreuil-Bellay → Angers,Angers → Montreuil-Bellay,405,,1,
406,ALEOP_49,406,Cholet - Vihiers - Doué-la-Fontaine - Saumur,Allô Aléop 0 969 39 14 14 (appel non surtaxé),3,,EA5B0C,FFFFFF,,1,1,,Cholet → Saumur,Saumur → Cholet,406,,1,
407,ALEOP_49,407,Angers - Chemillé - Cholet,Allô Aléop 0 969 39 14 14 (appel non surtaxé),3,,76B82A,FFFFFF,,1,1,,Cholet → Angers,Angers → Cholet,407,,1,
408,ALEOP_49,408,Cholet - Beaupréau - Ancenis,Allô Aléop 0 969 39 14 14 (appel non surtaxé),3,,F3975D,FFFFFF,,1,1,,Ancenis-Saint Géréon → Cholet,Cholet → Ancenis-Saint Géréon,408,,1,
409,ALEOP_49,409,Angers - Bécon-Les-Granits - Candé - Châteaubriant,Allô Aléop 0 969 39 14 14 (appel non surtaxé),3,,768F53,FFFFFF,,1,1,,Angers,Châteaubriant,,,1,
410,ALEOP_49,410,Angers - Saint-Georges-sur-Loire - La Pommeraye,Allô Aléop 0 969 39 14 14 (appel non surtaxé),3,,E40134,FFFFFF,,1,1,,MAUGES-SUR-LOIRE → ANGERS,ANGERS → MAUGES-SUR-LOIRE,410,,1,
411,ALEOP_49,411,Angers - Châteauneuf - Miré,Allô Aléop 0 969 39 14 14 (appel non surtaxé),3,,589DD6,FFFFFF,,1,1,,Angers,Miré,,,1,
412,ALEOP_49,412,Angers - Tiercé - Juvardeil,Allô Aléop 0 969 39 14 14 (appel non surtaxé),3,,164194,FFFFFF,,1,1,,Angers,Juvardeil,,,1,
414,ALEOP_49,414,Angers - Bois d'Anjou,Allô Aléop 0 969 39 14 14 (appel non surtaxé),3,,A5A756,FFFFFF,,1,1,,LES BOIS D'ANJOU → ANGERS,ANGERS → LES BOIS D'ANJOU,,,1,
415,ALEOP_49,415,Saumur - Longué - Beaufort-en-Anjou,Allô Aléop 0 969 39 14 14 (appel non surtaxé),3,,009E3D,FFFFFF,,1,1,,BEAUFORT-EN-ANJOU → SAUMUR,SAUMUR → BEAUFORT-EN-ANJOU,,,1,
416,ALEOP_49,416,Saumur - Noyant,Allô Aléop 0 969 39 14 14 (appel non surtaxé),3,,831F82,FFFFFF,,1,1,,NOYANT-VILLAGES → SAUMUR,SAUMUR → NOYANT-VILLAGES,,,1,
417,ALEOP_49,417,Angers - Juigné - Gennes - Saumur,Allô Aléop 0 969 39 14 14 (appel non surtaxé),3,,C0087F,FFFFFF,,1,1,,Saumur → Angers,Angers → Saumur,417,,1,
418,ALEOP_49,418,Angers - Saint-Melaine - Aubance - Martigné - Briand - Vihiers,Allô Aléop 0 969 39 14 14 (appel non surtaxé),3,,4F304E,FFFFFF,,1,1,,LYS-HAUT-LAYON → ANGERS / LYS-HAUT-LAYON → LES PONTS-DE-CE / SAINT-MELAINE-SUR-AUBANCE → ANGERS,ANGERS → LYS-HAUT-LAYON,418,,1,
419,ALEOP_49,419,Angers - Thouarcé - Faveraye - Machelles,02 41 22 72 90 ou tad49@paysdelaloire.fr,3,,9B567E,FFFFFF,,1,1,,BELLEVIGNE-EN-LAYON → ANGERS,ANGERS → BELLEVIGNE-EN-LAYON,419,,1,
420,ALEOP_49,420,Angers - Beaulieu-sur-Layon - Valanjou,Allô Aléop 0 969 39 14 14 (appel non surtaxé),3,,E40134,FFFFFF,,1,1,,CHEMILLE-EN-ANJOU → ANGERS,ANGERS → CHEMILLE-EN-ANJOU,420,,1,
421,ALEOP_49,421,Geste - Villedieu-la-Blouère - Saint-Macaire-en-Mauges - Saint-André-de-la-Marche - Cholet,Allô Aléop 0 969 39 14 14 (appel non surtaxé),3,,C0087F,FFFFFF,,1,1,,Beaupréau-En-Mauges → Cholet,Cholet → Beaupréau-En-Mauges,421,,1,
422,ALEOP_49,422,Angers - Chalonnes-sur-Loire - Beaupréau,Allô Aléop 0 969 39 14 14 (appel non surtaxé),3,,D8161C,FFFFFF,,1,1,,Beaupréau → Angers,Angers → Beaupréau,422,,1,
423,ALEOP_49,423,Angers - Chalonnes-sur-Loire,Allô Aléop 0 969 39 14 14 (appel non surtaxé),3,,F3975D,FFFFFF,,1,1,,CHALONNES-SUR-LOIRE → ANGERS,ANGERS → CHALONNES-SUR-LOIRE,423,,1,
424-M,ALEOP_49,424-M,Saint-Florent-le-Vieil - Ancenis,Allô Aléop 0 969 39 14 14 (appel non surtaxé),3,,FDC300,000000,,1,1,,Ancenis,St Florent le Vieil,,,1,
424,ALEOP_49,424,Angers - Saint-Augustin-des-Bois - Ingrandes,Allô Aléop 0 969 39 14 14 (appel non surtaxé),3,,FDC300,000000,,1,1,,Angers,Ingrandes-le Fresne sur Loire,,,1,
425,ALEOP_49,425,Angers - Vern-d'Anjou - Brain-sur-Longuenée,Allô Aléop 0 969 39 14 14 (appel non surtaxé),3,,D3D800,000000,,1,1,,Angers,Erdre -en-Anjou,,,1,
426,ALEOP_49,426,Baugé-en-Anjou - Brion - Beaufort-en-Anjou,Allô Aléop 0 969 39 14 14 (appel non surtaxé),3,,589DD6,FFFFFF,,1,1,,BAUGE-EN-ANJOU → BEAUFORT-EN-ANJOU,BEAUFORT-EN-ANJOU → BAUGE-EN-ANJOU,,,1,
427,ALEOP_49,427,Sèvremoine (Tillières) - Cholet,,3,,FDC300,000000,,1,1,,Sèvremoine (Tillières) → Cholet,Cholet → Sèvremoine (Tillières),427,,1,
428,ALEOP_49,428,Sèvremoine (Le Longeron) - Torfou - Cholet,,3,,009E3D,FFFFFF,,1,1,,Sèvremoine (Le Longeron) >Torfou > Cholet,Cholet > Torfou > Sèvremoine (Le longeron),428,,1,
430,ALEOP_49,430,Cholet - La Jubaudière - Jallais - Le-Pin-en-Mauges - La Chapelle-Rousselin,Allô Aléop 0 969 39 14 14 (appel non surtaxé),3,,0075BF,FFFFFF,,1,1,,CHOLET -LA JUBAUDIERE-JALLAIS-LE PIN EN MAUGES-LA CHAPELLE-ROUSSELIN,LE PIN EN MAUGES-LA CHAPELLE-ROUSSELIN-LA JUBAUDIERE-JALLAIS-CHOLET,430,,1,
YEU,ALEOP_YEU,YEU,Fromentine - Île d'Yeu,,4,,1F527B,FFFFFF,,1,1,,Île d'Yeu,Fromentine,,,,
