trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,continuous_pickup,continuous_drop_off,timepoint
44157,12:36:20,12:36:20,120,9,,0,0,,,0
44157,12:32:53,12:32:53,107,8,,0,0,,,0
44157,12:29:20,12:29:20,109,7,,0,0,,,0
44157,12:25:57,12:25:57,111,6,,0,0,,,0
44157,12:24:32,12:24:32,119,5,,0,0,,,0
44157,12:23:21,12:23:21,113,4,,0,0,,,0
44157,12:21:57,12:21:57,898,3,,0,0,,,0
44157,12:18:31,12:18:31,116,2,,0,0,,,0
44157,12:16:00,12:16:00,118,1,,0,0,,,1
44158,14:04:00,14:04:00,42,14,,0,0,,,1
44158,14:02:08,14:02:08,97,13,,0,0,,,0
44158,13:58:13,13:58:13,99,12,,0,0,,,0
44158,13:55:37,13:55:37,101,11,,0,0,,,0
44158,13:51:50,13:51:50,103,10,,0,0,,,0
44158,13:48:20,13:48:20,120,9,,0,0,,,0
44158,13:44:53,13:44:53,107,8,,0,0,,,0
44158,13:41:20,13:41:20,109,7,,0,0,,,0
44158,13:37:57,13:37:57,111,6,,0,0,,,0
44158,13:36:32,13:36:32,119,5,,0,0,,,0
44158,13:35:21,13:35:21,113,4,,0,0,,,0
44158,13:33:57,13:33:57,898,3,,0,0,,,0
44158,13:30:31,13:30:31,116,2,,0,0,,,0
44158,13:28:00,13:28:00,118,1,,0,0,,,1
44159,15:14:00,15:14:00,42,14,,0,0,,,1
44159,15:12:14,15:12:14,97,13,,0,0,,,0
44159,15:08:32,15:08:32,99,12,,0,0,,,0
44159,15:06:05,15:06:05,101,11,,0,0,,,0
44159,15:02:30,15:02:30,103,10,,0,0,,,0
44159,14:59:13,14:59:13,120,9,,0,0,,,0
44159,14:55:57,14:55:57,107,8,,0,0,,,0
44159,14:52:35,14:52:35,109,7,,0,0,,,0
44159,14:49:24,14:49:24,111,6,,0,0,,,0
44159,14:48:04,14:48:04,119,5,,0,0,,,0
44159,14:46:57,14:46:57,113,4,,0,0,,,0
44159,14:45:37,14:45:37,898,3,,0,0,,,0
44159,14:42:23,14:42:23,116,2,,0,0,,,0
44159,14:40:00,14:40:00,118,1,,0,0,,,1
44160,16:24:00,16:24:00,42,14,,0,0,,,1
44160,16:22:08,16:22:08,97,13,,0,0,,,0
44160,16:18:13,16:18:13,99,12,,0,0,,,0
44160,16:15:37,16:15:37,101,11,,0,0,,,0
44160,16:11:50,16:11:50,103,10,,0,0,,,0
44160,16:08:20,16:08:20,120,9,,0,0,,,0
44160,16:04:53,16:04:53,107,8,,0,0,,,0
44160,16:01:20,16:01:20,109,7,,0,0,,,0
44160,15:57:57,15:57:57,111,6,,0,0,,,0
44160,15:56:32,15:56:32,119,5,,0,0,,,0
44160,15:55:21,15:55:21,113,4,,0,0,,,0
44160,15:53:57,15:53:57,898,3,,0,0,,,0
44160,15:50:31,15:50:31,116,2,,0,0,,,0
44160,15:48:00,15:48:00,118,1,,0,0,,,1
44161,17:36:00,17:36:00,42,14,,0,0,,,1
44161,17:34:08,17:34:08,97,13,,0,0,,,0
44161,17:30:13,17:30:13,99,12,,0,0,,,0
44161,17:27:37,17:27:37,101,11,,0,0,,,0
44161,17:23:50,17:23:50,103,10,,0,0,,,0
44161,17:20:20,17:20:20,120,9,,0,0,,,0
44161,17:16:53,17:16:53,107,8,,0,0,,,0
44161,17:13:20,17:13:20,109,7,,0,0,,,0
44161,17:09:57,17:09:57,111,6,,0,0,,,0
44161,17:08:32,17:08:32,119,5,,0,0,,,0
44161,17:07:21,17:07:21,113,4,,0,0,,,0
44161,17:05:57,17:05:57,898,3,,0,0,,,0
44161,17:02:31,17:02:31,116,2,,0,0,,,0
44161,17:00:00,17:00:00,118,1,,0,0,,,1
44162,18:48:00,18:48:00,42,14,,0,0,,,1
44162,18:46:08,18:46:08,97,13,,0,0,,,0
44162,18:42:13,18:42:13,99,12,,0,0,,,0
44162,18:39:37,18:39:37,101,11,,0,0,,,0
44162,18:35:50,18:35:50,103,10,,0,0,,,0
44162,18:32:20,18:32:20,120,9,,0,0,,,0
44162,18:28:53,18:28:53,107,8,,0,0,,,0
44162,18:25:20,18:25:20,109,7,,0,0,,,0
44162,18:21:57,18:21:57,111,6,,0,0,,,0
44162,18:20:32,18:20:32,119,5,,0,0,,,0
44162,18:19:21,18:19:21,113,4,,0,0,,,0
44162,18:17:57,18:17:57,898,3,,0,0,,,0
44162,18:14:31,18:14:31,116,2,,0,0,,,0
44162,18:12:00,18:12:00,118,1,,0,0,,,1
44163,20:04:30,20:04:30,42,14,,0,0,,,1
44163,20:02:24,20:02:24,97,13,,0,0,,,0
44163,19:58:00,19:58:00,99,12,,0,0,,,0
44163,19:55:04,19:55:04,101,11,,0,0,,,0
44163,19:50:49,19:50:49,103,10,,0,0,,,0
44163,19:46:53,19:46:53,120,9,,0,0,,,0
44163,19:43:00,19:43:00,107,8,,0,0,,,0
44163,19:39:00,19:39:00,109,7,,0,0,,,0
44163,19:35:12,19:35:12,111,6,,0,0,,,0
44163,19:33:36,19:33:36,119,5,,0,0,,,0
44163,19:32:16,19:32:16,113,4,,0,0,,,0
44163,19:30:41,19:30:41,898,3,,0,0,,,0
44163,19:26:50,19:26:50,116,2,,0,0,,,0
44163,19:24:00,19:24:00,118,1,,0,0,,,1
44164,21:27:30,21:27:30,42,14,,0,0,,,1
44164,21:25:17,21:25:17,97,13,,0,0,,,0
44164,21:20:40,21:20:40,99,12,,0,0,,,0
44164,21:17:36,21:17:36,101,11,,0,0,,,0
44164,21:13:08,21:13:08,103,10,,0,0,,,0
44164,21:09:01,21:09:01,120,9,,0,0,,,0
44164,21:04:56,21:04:56,107,8,,0,0,,,0
44164,21:00:44,21:00:44,109,7,,0,0,,,0
44164,20:56:45,20:56:45,111,6,,0,0,,,0
44164,20:55:05,20:55:05,119,5,,0,0,,,0
44164,20:53:41,20:53:41,113,4,,0,0,,,0
44164,20:52:01,20:52:01,898,3,,0,0,,,0
44164,20:47:59,20:47:59,116,2,,0,0,,,0
44164,20:45:00,20:45:00,118,1,,0,0,,,1
44165,22:37:30,22:37:30,42,14,,0,0,,,1
44165,22:36:04,22:36:04,97,13,,0,0,,,0
44165,22:33:05,22:33:05,99,12,,0,0,,,0
44165,22:31:05,22:31:05,101,11,,0,0,,,0
44165,22:28:12,22:28:12,103,10,,0,0,,,0
44165,22:25:32,22:25:32,120,9,,0,0,,,0
44165,22:22:54,22:22:54,107,8,,0,0,,,0
44165,22:20:11,22:20:11,109,7,,0,0,,,0
44165,22:17:36,22:17:36,111,6,,0,0,,,0
44165,22:16:31,22:16:31,119,5,,0,0,,,0
44165,22:15:37,22:15:37,113,4,,0,0,,,0
44165,22:14:32,22:14:32,898,3,,0,0,,,0
44165,22:11:56,22:11:56,116,2,,0,0,,,0
44165,22:10:00,22:10:00,118,1,,0,0,,,1
44166,07:10:30,07:10:30,42,14,,0,0,,,1
44166,07:08:39,07:08:39,97,13,,0,0,,,0
44166,07:04:48,07:04:48,99,12,,0,0,,,0
44166,07:02:14,07:02:14,101,11,,0,0,,,0
44166,06:58:30,06:58:30,103,10,,0,0,,,0
44166,06:55:03,06:55:03,120,9,,0,0,,,0
44166,06:51:39,06:51:39,107,8,,0,0,,,0
44166,06:48:08,06:48:08,109,7,,0,0,,,0
44166,06:44:49,06:44:49,111,6,,0,0,,,0
44166,06:43:25,06:43:25,119,5,,0,0,,,0
44166,06:42:15,06:42:15,113,4,,0,0,,,0
44166,06:40:52,06:40:52,898,3,,0,0,,,0
44166,06:37:29,06:37:29,116,2,,0,0,,,0
44166,06:35:00,06:35:00,118,1,,0,0,,,1
44167,08:18:00,08:18:00,42,14,,0,0,,,1
44167,08:16:20,08:16:20,97,13,,0,0,,,0
44167,08:12:51,08:12:51,99,12,,0,0,,,0
44167,08:10:33,08:10:33,101,11,,0,0,,,0
44167,08:07:11,08:07:11,103,10,,0,0,,,0
44167,08:04:05,08:04:05,120,9,,0,0,,,0
44167,08:01:01,08:01:01,107,8,,0,0,,,0
44167,07:57:51,07:57:51,109,7,,0,0,,,0
44167,07:54:51,07:54:51,111,6,,0,0,,,0
44167,07:53:35,07:53:35,119,5,,0,0,,,0
44167,07:52:32,07:52:32,113,4,,0,0,,,0
44167,07:51:17,07:51:17,898,3,,0,0,,,0
44167,07:48:15,07:48:15,116,2,,0,0,,,0
44167,07:46:00,07:46:00,118,1,,0,0,,,1
44168,09:25:30,09:25:30,42,14,,0,0,,,1
44168,09:23:39,09:23:39,97,13,,0,0,,,0
44168,09:19:48,09:19:48,99,12,,0,0,,,0
44168,09:17:14,09:17:14,101,11,,0,0,,,0
44168,09:13:30,09:13:30,103,10,,0,0,,,0
44168,09:10:03,09:10:03,120,9,,0,0,,,0
44168,09:06:39,09:06:39,107,8,,0,0,,,0
44168,09:03:08,09:03:08,109,7,,0,0,,,0
44168,08:59:49,08:59:49,111,6,,0,0,,,0
44168,08:58:25,08:58:25,119,5,,0,0,,,0
44168,08:57:15,08:57:15,113,4,,0,0,,,0
44168,08:55:52,08:55:52,898,3,,0,0,,,0
44168,08:52:29,08:52:29,116,2,,0,0,,,0
44168,08:50:00,08:50:00,118,1,,0,0,,,1
44169,10:37:00,10:37:00,42,14,,0,0,,,1
44169,10:35:08,10:35:08,97,13,,0,0,,,0
44169,10:31:13,10:31:13,99,12,,0,0,,,0
44169,10:28:37,10:28:37,101,11,,0,0,,,0
44169,10:24:50,10:24:50,103,10,,0,0,,,0
44169,10:21:20,10:21:20,120,9,,0,0,,,0
44169,10:17:53,10:17:53,107,8,,0,0,,,0
44169,10:14:20,10:14:20,109,7,,0,0,,,0
44169,10:10:57,10:10:57,111,6,,0,0,,,0
44169,10:09:32,10:09:32,119,5,,0,0,,,0
44169,10:08:21,10:08:21,113,4,,0,0,,,0
44169,10:06:57,10:06:57,898,3,,0,0,,,0
44169,10:03:31,10:03:31,116,2,,0,0,,,0
44169,10:01:00,10:01:00,118,1,,0,0,,,1
44170,11:49:00,11:49:00,42,14,,0,0,,,1
44170,11:47:08,11:47:08,97,13,,0,0,,,0
44170,11:43:13,11:43:13,99,12,,0,0,,,0
44170,11:40:37,11:40:37,101,11,,0,0,,,0
44170,11:36:50,11:36:50,103,10,,0,0,,,0
44170,11:33:20,11:33:20,120,9,,0,0,,,0
44170,11:29:53,11:29:53,107,8,,0,0,,,0
44170,11:26:20,11:26:20,109,7,,0,0,,,0
44170,11:22:57,11:22:57,111,6,,0,0,,,0
44170,11:21:32,11:21:32,119,5,,0,0,,,0
44170,11:20:21,11:20:21,113,4,,0,0,,,0
44170,11:18:57,11:18:57,898,3,,0,0,,,0
44170,11:15:31,11:15:31,116,2,,0,0,,,0
44170,11:13:00,11:13:00,118,1,,0,0,,,1
44171,13:01:00,13:01:00,42,14,,0,0,,,1
44171,12:59:08,12:59:08,97,13,,0,0,,,0
44171,12:55:13,12:55:13,99,12,,0,0,,,0
44171,12:52:37,12:52:37,101,11,,0,0,,,0
44171,12:48:50,12:48:50,103,10,,0,0,,,0
44171,12:45:20,12:45:20,120,9,,0,0,,,0
44171,12:41:53,12:41:53,107,8,,0,0,,,0
44171,12:38:20,12:38:20,109,7,,0,0,,,0
44171,12:34:57,12:34:57,111,6,,0,0,,,0
44171,12:33:32,12:33:32,119,5,,0,0,,,0
44171,12:32:21,12:32:21,113,4,,0,0,,,0
44171,12:30:57,12:30:57,898,3,,0,0,,,0
44171,12:27:31,12:27:31,116,2,,0,0,,,0
44171,12:25:00,12:25:00,118,1,,0,0,,,1
44172,14:13:30,14:13:30,42,14,,0,0,,,1
44172,14:11:36,14:11:36,97,13,,0,0,,,0
44172,14:07:38,14:07:38,99,12,,0,0,,,0
44172,14:05:00,14:05:00,101,11,,0,0,,,0
44172,14:01:10,14:01:10,103,10,,0,0,,,0
44172,13:57:37,13:57:37,120,9,,0,0,,,0
44172,13:54:07,13:54:07,107,8,,0,0,,,0
44172,13:50:31,13:50:31,109,7,,0,0,,,0
44172,13:47:06,13:47:06,111,6,,0,0,,,0
44172,13:45:39,13:45:39,119,5,,0,0,,,0
44172,13:44:27,13:44:27,113,4,,0,0,,,0
44172,13:43:02,13:43:02,898,3,,0,0,,,0
44172,13:39:34,13:39:34,116,2,,0,0,,,0
44172,13:37:00,13:37:00,118,1,,0,0,,,1
44173,15:25:00,15:25:00,42,14,,0,0,,,1
44173,15:23:11,15:23:11,97,13,,0,0,,,0
44173,15:19:23,15:19:23,99,12,,0,0,,,0
44173,15:16:51,15:16:51,101,11,,0,0,,,0
44173,15:13:10,15:13:10,103,10,,0,0,,,0
44173,15:09:46,15:09:46,120,9,,0,0,,,0
44173,15:06:25,15:06:25,107,8,,0,0,,,0
44173,15:02:57,15:02:57,109,7,,0,0,,,0
44173,14:59:41,14:59:41,111,6,,0,0,,,0
44173,14:58:18,14:58:18,119,5,,0,0,,,0
44173,14:57:09,14:57:09,113,4,,0,0,,,0
44173,14:55:47,14:55:47,898,3,,0,0,,,0
44173,14:52:27,14:52:27,116,2,,0,0,,,0
44173,14:50:00,14:50:00,118,1,,0,0,,,1
44174,16:36:00,16:36:00,42,14,,0,0,,,1
44174,16:34:08,16:34:08,97,13,,0,0,,,0
44174,16:30:13,16:30:13,99,12,,0,0,,,0
44174,16:27:37,16:27:37,101,11,,0,0,,,0
44174,16:23:50,16:23:50,103,10,,0,0,,,0
44174,16:20:20,16:20:20,120,9,,0,0,,,0
44174,16:16:53,16:16:53,107,8,,0,0,,,0
44174,16:13:20,16:13:20,109,7,,0,0,,,0
44174,16:09:57,16:09:57,111,6,,0,0,,,0
44174,16:08:32,16:08:32,119,5,,0,0,,,0
44174,16:07:21,16:07:21,113,4,,0,0,,,0
44174,16:05:57,16:05:57,898,3,,0,0,,,0
44174,16:02:31,16:02:31,116,2,,0,0,,,0
44174,16:00:00,16:00:00,118,1,,0,0,,,1
44175,17:48:00,17:48:00,42,14,,0,0,,,1
44175,17:46:08,17:46:08,97,13,,0,0,,,0
44175,17:42:13,17:42:13,99,12,,0,0,,,0
44175,17:39:37,17:39:37,101,11,,0,0,,,0
44175,17:35:50,17:35:50,103,10,,0,0,,,0
44175,17:32:20,17:32:20,120,9,,0,0,,,0
44175,17:28:53,17:28:53,107,8,,0,0,,,0
44175,17:25:20,17:25:20,109,7,,0,0,,,0
44175,17:21:57,17:21:57,111,6,,0,0,,,0
44175,17:20:32,17:20:32,119,5,,0,0,,,0
44175,17:19:21,17:19:21,113,4,,0,0,,,0
44175,17:17:57,17:17:57,898,3,,0,0,,,0
44175,17:14:31,17:14:31,116,2,,0,0,,,0
44175,17:12:00,17:12:00,118,1,,0,0,,,1
44176,19:00:00,19:00:00,42,14,,0,0,,,1
44176,18:58:08,18:58:08,97,13,,0,0,,,0
44176,18:54:13,18:54:13,99,12,,0,0,,,0
44176,18:51:37,18:51:37,101,11,,0,0,,,0
44176,18:47:50,18:47:50,103,10,,0,0,,,0
44176,18:44:20,18:44:20,120,9,,0,0,,,0
44176,18:40:53,18:40:53,107,8,,0,0,,,0
44176,18:37:20,18:37:20,109,7,,0,0,,,0
44176,18:33:57,18:33:57,111,6,,0,0,,,0
44176,18:32:32,18:32:32,119,5,,0,0,,,0
44176,18:31:21,18:31:21,113,4,,0,0,,,0
44176,18:29:57,18:29:57,898,3,,0,0,,,0
44176,18:26:31,18:26:31,116,2,,0,0,,,0
44176,18:24:00,18:24:00,118,1,,0,0,,,1
44177,20:18:00,20:18:00,42,14,,0,0,,,1
44177,20:15:49,20:15:49,97,13,,0,0,,,0
44177,20:11:15,20:11:15,99,12,,0,0,,,0
44177,20:08:13,20:08:13,101,11,,0,0,,,0
44177,20:03:48,20:03:48,103,10,,0,0,,,0
44177,19:59:44,19:59:44,120,9,,0,0,,,0
44177,19:55:42,19:55:42,107,8,,0,0,,,0
44177,19:51:33,19:51:33,109,7,,0,0,,,0
44177,19:47:37,19:47:37,111,6,,0,0,,,0
44177,19:45:58,19:45:58,119,5,,0,0,,,0
44177,19:44:35,19:44:35,113,4,,0,0,,,0
44177,19:42:56,19:42:56,898,3,,0,0,,,0
44177,19:38:57,19:38:57,116,2,,0,0,,,0
44177,19:36:00,19:36:00,118,1,,0,0,,,1
44178,21:42:30,21:42:30,42,14,,0,0,,,1
44178,21:40:17,21:40:17,97,13,,0,0,,,0
44178,21:35:40,21:35:40,99,12,,0,0,,,0
44178,21:32:36,21:32:36,101,11,,0,0,,,0
44178,21:28:08,21:28:08,103,10,,0,0,,,0
44178,21:24:01,21:24:01,120,9,,0,0,,,0
44178,21:19:56,21:19:56,107,8,,0,0,,,0
44178,21:15:44,21:15:44,109,7,,0,0,,,0
44178,21:11:45,21:11:45,111,6,,0,0,,,0
44178,21:10:05,21:10:05,119,5,,0,0,,,0
44178,21:08:41,21:08:41,113,4,,0,0,,,0
44178,21:07:01,21:07:01,898,3,,0,0,,,0
44178,21:02:59,21:02:59,116,2,,0,0,,,0
44178,21:00:00,21:00:00,118,1,,0,0,,,1
44179,22:52:30,22:52:30,42,14,,0,0,,,1
44179,22:51:04,22:51:04,97,13,,0,0,,,0
44179,22:48:05,22:48:05,99,12,,0,0,,,0
44179,22:46:05,22:46:05,101,11,,0,0,,,0
44179,22:43:12,22:43:12,103,10,,0,0,,,0
44179,22:40:32,22:40:32,120,9,,0,0,,,0
44179,22:37:54,22:37:54,107,8,,0,0,,,0
44179,22:35:11,22:35:11,109,7,,0,0,,,0
44179,22:32:36,22:32:36,111,6,,0,0,,,0
44179,22:31:31,22:31:31,119,5,,0,0,,,0
44179,22:30:37,22:30:37,113,4,,0,0,,,0
44179,22:29:32,22:29:32,898,3,,0,0,,,0
44179,22:26:56,22:26:56,116,2,,0,0,,,0
44179,22:25:00,22:25:00,118,1,,0,0,,,1
44180,07:19:00,07:19:00,42,14,,0,0,,,1
44180,07:17:11,07:17:11,97,13,,0,0,,,0
44180,07:13:23,07:13:23,99,12,,0,0,,,0
44180,07:10:51,07:10:51,101,11,,0,0,,,0
44180,07:07:10,07:07:10,103,10,,0,0,,,0
44180,07:03:46,07:03:46,120,9,,0,0,,,0
44180,07:00:25,07:00:25,107,8,,0,0,,,0
44180,06:56:57,06:56:57,109,7,,0,0,,,0
44180,06:53:41,06:53:41,111,6,,0,0,,,0
44180,06:52:18,06:52:18,119,5,,0,0,,,0
44180,06:51:09,06:51:09,113,4,,0,0,,,0
44180,06:49:47,06:49:47,898,3,,0,0,,,0
44180,06:46:27,06:46:27,116,2,,0,0,,,0
44180,06:44:00,06:44:00,118,1,,0,0,,,1
44181,08:26:00,08:26:00,42,14,,0,0,,,1
44181,08:24:20,08:24:20,97,13,,0,0,,,0
44181,08:20:51,08:20:51,99,12,,0,0,,,0
44181,08:18:33,08:18:33,101,11,,0,0,,,0
44181,08:15:11,08:15:11,103,10,,0,0,,,0
44181,08:12:05,08:12:05,120,9,,0,0,,,0
44181,08:09:01,08:09:01,107,8,,0,0,,,0
44181,08:05:51,08:05:51,109,7,,0,0,,,0
44181,08:02:51,08:02:51,111,6,,0,0,,,0
44181,08:01:35,08:01:35,119,5,,0,0,,,0
44181,08:00:32,08:00:32,113,4,,0,0,,,0
44181,07:59:17,07:59:17,898,3,,0,0,,,0
44181,07:56:15,07:56:15,116,2,,0,0,,,0
44181,07:54:00,07:54:00,118,1,,0,0,,,1
44182,09:34:00,09:34:00,42,14,,0,0,,,1
44182,09:32:08,09:32:08,97,13,,0,0,,,0
44182,09:28:13,09:28:13,99,12,,0,0,,,0
44182,09:25:37,09:25:37,101,11,,0,0,,,0
44182,09:21:50,09:21:50,103,10,,0,0,,,0
44182,09:18:20,09:18:20,120,9,,0,0,,,0
44182,09:14:53,09:14:53,107,8,,0,0,,,0
44182,09:11:20,09:11:20,109,7,,0,0,,,0
44182,09:07:57,09:07:57,111,6,,0,0,,,0
44182,09:06:32,09:06:32,119,5,,0,0,,,0
44182,09:05:21,09:05:21,113,4,,0,0,,,0
44182,09:03:57,09:03:57,898,3,,0,0,,,0
44182,09:00:31,09:00:31,116,2,,0,0,,,0
44182,08:58:00,08:58:00,118,1,,0,0,,,1
44183,10:46:00,10:46:00,42,14,,0,0,,,1
44183,10:44:08,10:44:08,97,13,,0,0,,,0
44183,10:40:13,10:40:13,99,12,,0,0,,,0
44183,10:37:37,10:37:37,101,11,,0,0,,,0
44183,10:33:50,10:33:50,103,10,,0,0,,,0
44183,10:30:20,10:30:20,120,9,,0,0,,,0
44183,10:26:53,10:26:53,107,8,,0,0,,,0
44183,10:23:20,10:23:20,109,7,,0,0,,,0
44183,10:19:57,10:19:57,111,6,,0,0,,,0
44183,10:18:32,10:18:32,119,5,,0,0,,,0
44183,10:17:21,10:17:21,113,4,,0,0,,,0
44183,10:15:57,10:15:57,898,3,,0,0,,,0
44183,10:12:31,10:12:31,116,2,,0,0,,,0
44183,10:10:00,10:10:00,118,1,,0,0,,,1
44184,11:58:00,11:58:00,42,14,,0,0,,,1
44184,11:56:08,11:56:08,97,13,,0,0,,,0
44184,11:52:13,11:52:13,99,12,,0,0,,,0
44184,11:49:37,11:49:37,101,11,,0,0,,,0
44184,11:45:50,11:45:50,103,10,,0,0,,,0
